"","X12_13_02_U133A_Mer_Latin_Square_Expt6_R1","X12_13_02_U133A_Mer_Latin_Square_Expt6_R2","X12_13_02_U133A_Mer_Latin_Square_Expt6_R3","X12_13_02_U133A_Mer_Latin_Square_Expt7_R1","X12_13_02_U133A_Mer_Latin_Square_Expt7_R2","X12_13_02_U133A_Mer_Latin_Square_Expt7_R3"
"203474_at",121.784525956236,110.473369616099,114.060395644893,75.9332362047256,89.6951950427867,87.5454279814022
"203475_at",17.7124202079071,20.4372587831054,69.9238317221787,69.4619457469569,17.5498193739964,48.3984735648653
"203476_at",888.913030036054,1047.07874463506,969.201691437444,913.972218901246,941.149730742632,932.147131510204
"203477_at",189.438757561441,206.240652433108,182.037727022354,159.371835945285,221.444538538425,218.049956105273
"203478_at",2470.89003220694,2378.18958269772,2771.43090886394,2478.96502773594,2213.53139950174,2502.8285038324
"203479_s_at",90.1657670900138,81.724965630832,102.66476717988,94.5348959928445,106.645405594003,53.4578057241798
"203480_s_at",678.069029759084,682.435594244725,707.061307317096,687.626053310327,663.464679900037,753.52020473449
"203481_at",141.525335064162,172.346067803522,112.534734854435,140.133659801819,141.249231639647,148.337576802804
"203482_at",156.721588953867,177.216714929539,211.94002311289,194.83066771459,167.255267536562,175.825105555016
"203483_at",11.1359192792872,16.7559086568886,9.75903602755494,36.5440200759438,62.520867826239,23.606396979794
"203484_at",6119.84287751418,6357.48816573698,6165.81901321585,6165.60172063059,6465.91328161548,6095.91084586663
"203485_at",66.0803969061106,62.4602254012753,38.6852378800202,88.0689913911652,57.3956443301312,63.8976655276369
"203486_s_at",293.266602072758,282.79142238207,325.920720306975,280.093748988535,314.579554459265,315.365413957229
"203487_s_at",108.14955250584,140.316531206522,96.748178623162,128.243517240318,143.819249695803,134.814827533017
"203488_at",137.141526122411,246.734761860008,158.092208091956,110.429735561753,154.549888195444,240.541413470893
"203489_at",997.201236035389,1007.40551941674,943.423665367617,1012.38155607407,1147.54458602916,995.221493619771
"203490_at",43.5780586929286,152.057057508136,277.422216161515,216.637946931787,269.571130137464,54.8570326791302
"203491_s_at",445.642424458918,439.984386311135,447.752686992351,494.311316552629,463.268757092777,438.365604259233
"203492_x_at",847.670857652417,675.072348794671,936.792398054723,823.021756812192,932.842015057628,660.484500207488
"203493_s_at",494.025015041182,440.449902873842,491.9392361386,585.740249757071,490.627358076739,493.61573120537
"203494_s_at",826.921435591907,815.841009136533,896.877658147768,831.353079439085,885.049713999001,832.737583407304
"203495_at",80.004296290218,57.827020349314,131.99926387012,107.206061609728,108.21053285754,90.3591236976639
"203496_s_at",11.1946185899951,13.9022338367964,8.60899976155012,8.44960246798858,13.1704866471127,23.3027943374523
"203497_at",465.299291363329,448.1808105643,447.870168587662,421.001240050569,445.770155226853,462.250751158386
"203498_at",58.6504849676845,99.2157427350587,50.3721878614501,57.8612258283155,69.5920428192965,103.02715603234
"203499_at",655.742821572545,866.667420794081,726.835169813954,593.865434379444,675.345141972252,771.57873677253
"203500_at",301.471557839489,323.65378769441,286.225174622344,286.967904278731,335.578181756065,282.623234704237
"203501_at",8.35413881302421,56.68713709809,52.6197960806838,22.4698548354002,8.73160568496741,25.613604429332
"203502_at",208.976007315772,232.629662291152,270.44017303462,230.887700248076,253.212181848328,269.139908332327
"203503_s_at",471.463268227461,450.756917842375,248.537007563275,317.460107634368,455.613692809445,340.628301485025
"203504_s_at",185.34910635326,194.210539956222,122.376339123203,184.963330201494,195.079161190655,189.328038896276
"203505_at",106.787433046106,80.1784698882587,56.5544923267599,77.224025069317,57.8048320686877,83.8003823838762
"203506_s_at",555.724603742547,645.417061896762,277.428667393811,431.576882463139,473.403443019551,551.011388185005
"203507_at",21.8756769162741,26.0118431636615,13.280947132618,14.0036557484632,8.29885567079604,23.4205927172184
"203508_at",123.062974205031,143.730631263467,202.947057449695,257.03409973003,261.264174684631,312.159475864722
"203509_at",349.497660931991,382.00883389586,270.325009211979,303.293641359328,393.706271510139,421.359998482261
"203510_at",2342.51444151355,2013.29234023951,2565.33387794491,2542.26853127439,1962.69011457409,2571.82822048961
"203511_s_at",1169.1156322617,1100.36113251588,1132.63264369534,1049.73311717679,1132.66264976218,1031.01497300201
"203512_at",518.698850524969,674.934586962599,629.442330733736,707.85324141927,583.306065701409,618.974753921005
"203513_at",649.591268313537,662.419719296079,815.900278444999,627.105979572448,711.9241099128,574.159023906115
"203514_at",193.46392427341,169.484058179108,180.702123423596,230.67815747383,238.273097499335,176.269713657045
"203515_s_at",585.017386398339,617.493518510863,598.117234229366,520.154040347583,527.01512250907,567.743325201469
"203516_at",398.667824780981,406.629440191576,367.053809173933,281.134697851929,385.357409949245,451.037574992909
"203517_at",1073.52067248017,1108.86043900714,1078.72667252855,1171.91708140509,1132.45402893338,1106.53877620389
"203518_at",144.338586280689,183.684991769636,165.66029141548,128.701042443344,105.770219455999,163.509450017342
"203519_s_at",495.831063636661,492.834092752085,453.46367061591,486.099211546076,442.558717773912,503.315044768126
"203520_s_at",124.699774773558,109.78047011975,122.627336562765,118.14359037643,31.8617670275054,31.5641852849656
"203521_s_at",216.823841414364,190.841106600797,165.807696774121,211.63031767964,202.129467733765,211.260807575128
"203522_at",249.570370751332,317.586944964224,222.646800816009,246.309102453102,335.915406392758,250.107858194987
"203523_at",10.5379234931128,31.4268244920771,10.0651467163441,11.3482501313794,11.1368322022625,19.6342025900781
"203524_s_at",721.886207537636,751.075005546242,661.551075571349,665.535347599348,492.356783825009,648.707482341649
"203525_s_at",263.54483149182,162.088113834817,321.412366335059,257.012725382521,265.09528392738,176.939249914672
"203526_s_at",221.949702642706,207.202551227926,231.721612365554,231.766369868399,194.546565508563,214.913555151797
"203527_s_at",27.3895213524987,15.9273266796495,15.8766502302882,55.0005184787295,21.4679805540036,22.9240061947498
"203528_at",46.583121363387,97.3573863171357,51.6580196668769,91.7874739727616,147.626116337025,30.0657091364376
"203529_at",1934.98277648965,2203.07677642294,2536.74388346594,2415.80845049961,2373.74297504105,2232.2711472664
"203530_s_at",558.492904378963,624.056545544518,476.441215708952,422.138638177146,619.41343284453,550.769065826814
"203531_at",645.539655859198,567.268692800257,563.250538452867,656.046801368795,623.824677511694,680.100515893304
"203532_x_at",176.798802212295,139.512029080707,130.840974253342,205.223556571296,166.023111727505,143.423962836701
"203533_s_at",74.3628447440618,98.7623888808615,64.9635938428587,65.0151251781695,100.375363003147,98.0090254020729
"203534_at",1317.77394290099,1084.86118804503,1300.9424324306,1338.20209438461,1304.4962885858,991.92871994528
"203535_at",14.6032892341869,18.539493157879,33.0094550611155,11.8521147363071,18.6781065335683,21.1024864800617
"203536_s_at",526.594313547667,527.399158153124,545.730125399807,564.780458298259,497.76769895715,433.50949751441
"203537_at",588.67195913782,479.18699340728,584.393519278036,662.021806287547,577.848678864239,620.093860107987
"203538_at",903.378539352128,894.981949152812,954.125025592937,914.825014731635,874.232780731543,856.704418870648
"203539_s_at",8.30608333257547,10.9135847208581,8.12298225581105,8.25253908879327,9.62763395269604,13.5294591630028
"203540_at",55.1414098694358,58.0102635836807,77.7594667918373,75.5444578882235,22.7012072928636,14.8649370571609
"203541_s_at",35.4346489693751,73.9141783745961,28.5463861237815,98.1684921146288,52.2679201247786,130.263727620736
"203542_s_at",610.986843693939,514.370254926008,512.95236368999,530.632867512128,566.505159000874,563.581122654952
"203543_s_at",467.656016898392,396.053213571182,446.528552990103,507.7396105479,499.372614582598,420.541857407485
"203544_s_at",741.869690168164,764.540269407789,781.686847625275,848.415545246569,866.227395849562,777.865946045261
"203545_at",1350.98828508336,1317.16174608703,1462.22121711232,1397.60893202238,1382.33688954283,1378.33126008901
"203546_at",488.895103022755,590.933347521024,461.953937138962,425.607680764454,484.508522539448,481.121239996266
"203547_at",132.401953235387,169.267183418441,135.715793804411,175.854863788844,243.564929817837,175.75511579179
"203548_s_at",2192.10948143507,2272.14345772241,2571.9890372645,2145.85500287985,2575.83798016165,2571.55121384408
"203549_s_at",2365.18765988731,2137.47559938233,2554.10329954971,2252.90215301343,2593.88558583495,2130.98977508447
"203550_s_at",827.516972546532,709.723953690027,832.620567832276,894.926602763352,748.543775775105,687.211858445816
"203551_s_at",324.473294769618,268.986584780364,187.338282028893,283.314061522697,297.277906727798,275.814358580878
"203552_at",285.85890913034,202.906487511172,274.492900425526,230.857061560017,222.458072084053,243.305476720402
"203553_s_at",415.396648215335,429.251978368522,431.04581564816,407.792371018124,356.977878831308,487.209542413805
"203554_x_at",7574.74518600392,8008.27956842023,7738.15926942017,7098.84052734727,7212.91906352878,7313.38445192551
"203555_at",174.56778317102,98.9524683139303,439.238650119163,116.06380487327,137.871829646603,83.6887938496803
"203556_at",49.6299127157665,25.8890014998493,77.019846596019,83.7655871060484,82.4126981256714,106.931574837882
"203557_s_at",272.536140175152,325.020274052604,241.336224559458,244.537516604584,195.294911344317,220.384741134871
"203558_at",8.71921386261498,10.4413809389874,8.90071450167454,8.43897302167822,8.07106838202736,19.3415593712703
"203559_s_at",65.6830108358113,112.062163195511,77.284530772103,104.958151593061,108.024914326357,107.454118764939
"203560_at",1808.67690163108,1796.30336225214,2047.7983878378,2000.18656585291,2075.10489866758,1797.57730387916
"203561_at",42.7302612946633,88.856757860224,58.8669667133733,66.8236857887072,14.1213608846496,81.7026273778891
"203562_at",164.114106258764,158.152598041689,138.003376628691,132.840764408556,142.604207750786,136.824222198675
"203563_at",88.9087190379813,55.3257507669757,94.2536184573962,74.3448748518435,78.4771094997614,86.4923642429381
"203564_at",579.738622979584,557.206811716414,576.046004358266,541.216362843146,478.117141709084,530.180553451435
"203565_s_at",291.442019956834,261.07340598454,237.4847170071,261.137020463171,245.271146003151,266.239792810877
"203566_s_at",799.145284204845,603.988641853657,785.015134337403,827.308909784752,712.93466806016,770.605397327435
"203567_s_at",305.514073859062,383.188554736622,357.416251742119,325.941778247002,358.690309776567,333.520219860245
"203568_s_at",219.127096539477,244.811553987441,244.117551881615,206.385897436212,219.66313639017,234.215826354246
"203569_s_at",654.051290527679,600.443614657417,702.34449314731,599.620655517795,512.127151129833,654.41386691953
"203570_at",17.9247492486426,8.47891148648618,13.8851120652567,9.12960442354183,10.5967809539404,11.1495087797376
"203571_s_at",9.71833741815471,7.2950211733921,5.10891913442308,6.14403896774403,6.06789997438335,9.6471512527016
"203572_s_at",884.563921272388,982.25078750359,915.040112459997,932.66168194556,957.768851058058,958.843069802946
"203573_s_at",191.645528947496,204.671759532583,277.245919532585,226.761658341302,231.717914901891,152.339405155937
"203574_at",490.932551384179,471.884402509161,423.440428861647,436.448478345073,449.833420559712,528.188691345107
"203575_at",317.178323061148,364.129565577642,224.317647047986,248.942299086265,269.112220505419,242.898438693352
"203576_at",513.950610300242,462.288548054409,528.075585526885,494.300056317138,522.890179674314,540.247623527331
"203577_at",291.431441357362,237.28670779013,256.253108099012,220.176528353345,257.156159235564,269.393484484419
"203578_s_at",409.390065582635,387.625561032919,381.726760383826,354.646833492963,326.525127095447,390.872160405024
"203579_s_at",498.756135933703,499.388565348935,523.569438913786,547.652732696427,518.690844171618,480.285183219438
"203580_s_at",571.954884368589,869.722918538033,894.791125580219,819.975215040883,766.091034055979,959.661830819422
"203581_at",362.817671596389,346.644019218607,358.88028354613,366.509145061835,298.496957138941,391.704698703278
"203582_s_at",446.579179288818,407.106943492276,458.752275147784,417.774796725639,424.074534726191,375.880672585312
"203583_at",1158.36633050348,950.221218297603,1099.62078672918,1044.89266293156,953.18300747957,855.786792412264
"203584_at",585.187399834895,594.951087141777,571.264373370085,616.620046997527,495.028133175571,568.067977225067
"203585_at",298.020038491,302.207467741216,250.146888474324,268.435033370453,327.196909945742,270.939259496233
"203586_s_at",280.205387027365,374.57668438196,339.51728336997,328.748213211682,313.455862398081,315.763696186691
"203587_at",8.02228551382025,20.0513055320658,17.1303614783856,49.6505089752632,28.5652463699865,16.9078393466653
"203588_s_at",598.74271144352,500.466667617315,606.860111168126,640.338884817486,516.7031056387,582.909117547023
"203589_s_at",271.54040685888,212.37738864362,252.982602809967,259.92877643629,250.695351387664,249.99020381255
"203590_at",946.671228578649,824.531907228538,962.505740282124,947.595001656637,1145.06525158815,788.528005984472
"203591_s_at",17.7674705854699,20.1015691797554,43.6661144646598,15.4786473244793,19.1320993738111,8.29897815118657
"203592_s_at",922.056735087642,1013.29341673826,901.933138982386,811.733758220618,875.152353453674,977.648295267157
"203593_at",634.422407831356,480.799142726868,653.569923559853,681.150066995311,598.555971851614,560.319354129258
"203594_at",651.831426512723,644.792453531049,693.90504923634,693.677654961945,605.446245317423,631.412805381827
"203595_s_at",280.965533559058,240.732134751049,305.01668466477,265.417757734722,287.818135578299,258.882703806318
"203596_s_at",137.534781489204,92.3395870844924,103.396781467197,140.619273567358,40.6710838596966,41.9529465465288
"203597_s_at",161.843496415078,203.710086809838,113.499439327984,131.927239112356,125.040099854109,195.023052229318
"203598_s_at",132.906964515172,130.562857133663,145.154995715684,180.670133302926,145.352434239286,114.41849052387
"203599_s_at",178.287420713567,187.738925121647,175.742091715661,230.809010170854,235.067019655489,263.549817844696
"203600_s_at",332.040844316766,449.658081292797,260.495551888589,294.361826839722,278.474468717934,323.642611658547
"203601_s_at",19.9843515091521,19.531103500247,19.0727881186876,17.2730342078326,18.7867669755438,18.3622819762612
"203602_s_at",193.874514036814,278.895333212366,281.285665420159,259.473358031234,264.703902294024,331.621762655453
"203603_s_at",49.4172166625422,31.8478490174075,56.3256612481371,41.7077182762057,67.9206974725705,51.6900271596545
"203604_at",36.3679702525669,106.313409283761,46.4535875522233,67.1517280343004,68.4500743331009,119.313011187226
"203605_at",954.560047328378,815.523304081952,986.771754973482,927.190752970024,1017.66244949847,862.50161768235
"203606_at",10806.6856531094,10684.4716251399,10067.5975963487,10500.1669132921,9828.05732526609,11244.1309052555
"203607_at",213.740186129388,178.97504303434,232.694858016168,204.958797092424,204.874085284164,161.448110608294
"203608_at",199.449876745567,200.183855472624,222.269030847499,165.43170853609,229.089822030966,238.713855556182
"203609_s_at",25.3169988991777,25.0612648525484,16.9873751445554,79.698434820314,24.0983984677517,18.1115266051257
"203610_s_at",220.490460796227,276.530381210231,276.26807704517,233.106692977513,236.727738694054,226.144124802947
"203611_at",455.925866447968,480.853072409162,419.844683501674,349.694029527777,290.651264174144,429.88919185386
"203612_at",704.39613248513,748.059229922948,693.153175995772,626.332939519622,587.80335820084,588.617441391985
"203613_s_at",2330.22094551961,2358.46075291946,2072.71450838184,2518.46315970404,2331.21434959469,2369.7908788066
"203614_at",455.838787351802,519.890109303044,479.104933925109,453.804994184508,422.777108254709,352.108365105286
"203615_x_at",707.926216531259,718.969891304326,731.314517707127,750.64875989158,733.482018605985,688.928556377774
"203616_at",845.060510297056,766.23614530707,790.455332951819,875.622666732344,719.134931424384,707.630852227461
"203617_x_at",867.299160101237,914.907131435948,767.676941705654,988.078509828623,771.896202486381,967.894680509255
"203618_at",205.515022984461,167.129485913834,152.408167931674,129.762924697361,149.843504528084,133.39499019986
"203619_s_at",17.5257679682966,16.614725318613,15.6710520268305,18.3620507189753,12.5707105296954,24.643224170037
"203620_s_at",101.426345369925,137.551870083394,90.5533112318242,126.725876751965,110.958043276615,146.938882074653
"203621_at",2746.12416993013,2547.15595713691,2564.89417808025,2719.39092593086,2420.59178117188,2451.73576198043
"203622_s_at",1692.52531554205,1548.59105423171,1589.34464903258,1625.397512382,1555.27694939223,1555.21619143451
"203623_at",214.588183404558,211.964185664419,202.693491135208,235.396057807825,218.708335868376,254.101675373288
"203624_at",465.712748969959,386.985502665255,430.722971150188,424.016155456036,387.343306888287,403.869480758687
"203625_x_at",3335.78042510293,2914.51782828808,3727.82288468462,3393.11292173714,3333.24829740908,3168.50559720568
"203626_s_at",893.630949844895,744.04142517735,794.53716914934,832.872370501071,812.655711907709,798.522603852577
"203627_at",2335.30926988777,2651.95498077437,1825.29911211511,2204.85789026823,1938.17541352903,2143.77174826195
"203628_at",1094.71431866799,877.553640190532,1200.23167315379,1087.11445200861,971.7134697383,933.847329148145
"203629_s_at",177.325790451179,266.519605213391,236.144874685663,159.917557295931,134.413774253461,262.432839150999
"203630_s_at",565.75612259542,687.626587471937,597.57295319655,547.64290934497,632.603001144347,633.005645712227
"203631_s_at",11.0633645998017,71.104007254575,50.1712400609427,28.6861799062328,16.5960736628583,17.0227331006728
"203632_s_at",135.35493468488,104.040908734243,162.520304651024,135.940225273071,159.054009253029,127.499698886503
"203633_at",642.044002100892,637.44814033357,505.875651677919,739.788208111823,524.561380484648,546.7954180797
"203634_s_at",98.4281076076975,120.806392942302,111.095613488091,123.955482387717,100.95378107255,112.021434895097
"203635_at",359.032137666646,304.809442733964,304.174054521182,262.608274979783,186.920459986259,212.805525959972
"203636_at",586.513853417878,452.261950926878,508.218309670038,610.240024280635,568.833673865002,562.545596149844
"203637_s_at",914.671900902182,868.13092082082,811.465885858461,817.82376092813,864.774326004134,941.919885091098
"203638_s_at",12.4109811096908,18.2529325162234,9.90456976227532,13.3995938054869,11.9701634627524,16.5662162758182
"203639_s_at",11.3211844267053,7.10655727105098,8.96330257536444,15.6000208031969,10.5365043319178,32.5931188260928
"203640_at",826.446211406398,827.506328694438,943.619981785702,828.105926221947,844.191630025335,738.119094774038
"203641_s_at",118.155302671203,163.275692375011,157.188450636753,143.300126615549,192.110400448957,111.671833886214
"203642_s_at",265.912844613736,174.427873473388,202.174378544137,199.111061751078,173.897987046192,187.858984613997
"203643_at",500.01081154128,529.017492552885,389.390779295475,412.09952252274,396.157429293643,437.096834005701
"203644_s_at",137.450413509878,178.674716592163,189.698843111241,100.560960446086,133.249819283824,155.414380638587
"203645_s_at",23.0872098752646,20.2764588440901,19.3858816767274,21.2297606167679,13.2308388446243,75.6761175534275
"203646_at",339.284159126993,221.719595076676,260.446074476437,312.908510366385,236.036285825451,235.262550041096
"203647_s_at",1443.19505609646,1578.80507979225,1465.28997406034,1528.06957900052,1474.38728307114,1539.54978729788
"203648_at",654.620758852301,672.953701298329,715.286015265022,594.384914218971,731.412867244919,705.544828584236
"203649_s_at",110.422338322404,88.4354121773154,59.1095296943941,113.135251356325,87.1288065982726,133.721783266482
"203650_at",752.444905285098,650.291740769896,714.442898949108,736.482978736816,717.085185512237,662.935518147584
"203651_at",362.353344991762,347.754525554316,376.91925273641,380.946377126523,375.329679576232,354.73776846936
"203652_at",404.132574016289,444.688735680098,431.172269696331,365.215929097619,402.51311988853,381.089227323695
"203653_s_at",207.899353896117,188.343710214463,224.349460434987,205.314214573932,226.154319454005,173.981925165635
"203654_s_at",466.066338337298,453.207985253273,515.638475102531,496.186753686371,501.28462356669,559.161855257018
"203655_at",254.67884832635,277.538480098873,267.207010193778,292.660847133736,291.879737493095,258.374731999943
"203656_at",218.218493982837,205.71636797733,235.799493716669,235.180760670777,334.139811089373,229.375331085942
"203657_s_at",80.2801001229199,58.0322433774632,130.739912119485,110.248424930805,175.193258315682,51.6505070984918
"203658_at",488.816614463757,555.20326130506,446.609252429099,432.293219504071,599.259751210973,524.283252123545
"203659_s_at",320.73406087196,380.923475094239,318.465855122379,361.631550248276,347.058829148029,433.342805603663
"203660_s_at",485.71791218045,383.028748741666,392.320201126201,516.741838920692,455.596140807818,420.447740446211
"203661_s_at",245.865116733146,383.607852774545,239.328525932184,263.296360824588,303.654533512225,301.034181377993
"203662_s_at",18.4485206383627,22.5578107611891,10.9226540117215,72.7229247480053,14.2707359625713,26.9334011998959
"203663_s_at",5876.26531597015,4854.68198824474,5773.93712484094,5758.89803037589,5788.22601642236,5065.58993398101
"203664_s_at",590.537118336841,635.029581797409,431.02859567203,459.966760773617,519.373761445705,570.676854178705
"203665_at",395.835168282841,432.872088302712,380.716137030205,380.61935832755,453.169609528058,440.518472862726
"203666_at",195.233525921801,187.632176425327,113.720379968215,176.329596503421,192.3108025402,197.73806248424
"203667_at",3727.22989458934,3080.01560289418,3782.57131458672,3795.53035066847,3683.39451722084,3412.69991986698
"203668_at",390.117530082958,400.001148257121,259.087917301514,248.364522609626,293.225164276049,289.87466114305
"203669_s_at",155.678451847092,133.337677037873,169.626997975242,137.950858308426,121.709041838008,183.395415875189
"203670_at",5.28877983622347,32.0185372014809,18.1662120307883,24.9158882965824,25.6694850262456,20.9121234800269
"203671_at",143.417308975979,122.320077802719,99.4267894591625,78.5054756317226,188.837220174937,147.662662132708
"203672_x_at",851.723801475857,787.56048982141,746.860285114983,741.946527178595,847.038148076424,889.156234032224
"203673_at",76.4921324843745,82.5011202189053,106.92312033267,135.041782068718,116.895581518217,165.356528597258
"203674_at",502.267777856677,545.29051808256,485.835358411446,588.609479768798,571.404449325724,545.512646947628
"203675_at",638.808383069451,436.749273707985,708.78801748398,677.440562184872,565.867964560193,652.123248046174
"203676_at",646.348236492391,510.199452196219,531.420940710187,533.887457613033,516.8393117015,761.916597298206
"203677_s_at",583.083444525133,519.458182439045,609.748191946851,568.588989341686,567.85091029858,600.861000180286
"203678_at",289.529376298171,312.947276642673,323.323291050015,296.37539331301,365.812973090554,337.359838906605
"203679_at",343.478977035517,283.827109191851,393.379599999257,295.95904153823,233.88750981887,285.735206519489
"203680_at",39.0106422700583,62.7685548715118,59.4492447846434,20.255926767935,51.1501810394467,11.5581338226061
"203681_at",8.06814492022826,10.4376364037064,6.3480166873659,6.06330312495252,10.1089508083875,5.59603921370082
"203682_s_at",160.347845531757,311.039828843844,286.103178572127,289.269025494222,257.230671197636,319.981966832372
"203683_s_at",285.745033540262,271.365893752973,221.535454456354,274.817001815353,288.328465873371,270.13590979971
"203684_s_at",13.4164913254972,12.4758814737723,11.1032851257497,9.84768799668767,10.9876231300857,13.3120550414759
"203685_at",107.971566009613,85.2557671517539,89.4153100232648,67.8974939001908,60.8414526806572,106.120001986884
"203686_at",557.636066679962,612.161607190735,659.965840408747,636.336845666966,477.933090855979,702.985793034668
"203687_at",87.4174741813764,42.4232165062732,44.1737622066474,124.206416291061,56.4760385964081,107.696610187332
"203688_at",213.406672350389,193.88407427844,226.496915723673,226.077426404094,151.736066864711,185.246799555226
"203689_s_at",574.466693237159,505.829943140944,656.515878406056,520.219324790258,496.297184756027,505.946708431153
"203690_at",653.542125691501,679.021648035315,841.492728910845,792.796323111904,747.843982792901,752.067312343835
"203691_at",17.7390021193885,39.5076763207582,35.8082397776292,82.5450618797613,53.5594200766941,31.8051504091677
"203692_s_at",309.58995650452,504.740615854954,296.155412813665,358.750195348141,520.981254702217,337.008261170151
"203693_s_at",520.820166814816,454.485803472207,613.047650106769,587.949493265868,564.340236504123,506.27286186256
"203694_s_at",1072.39066943234,1362.43939994502,1158.97221882554,986.341222717148,1066.85499545507,1048.18587882752
"203695_s_at",662.718144390817,580.829368257792,624.451705156907,629.809679689743,638.840854217811,556.861486445594
"203696_s_at",981.515388932483,1010.46455033711,1030.98756931381,971.008092214311,1026.0492801026,995.006981044405
"203697_at",30.297713858302,41.2139295422188,49.0407768280708,46.3324892026664,16.3343752365638,79.068335815599
"203698_s_at",10.1739406788231,10.5121333136612,6.12208076525884,4.19407325220405,25.351967161557,3.32241478437554
"203699_s_at",791.927551401312,863.828357171476,776.303744994408,859.298163383908,849.200427876756,704.221425177723
"203700_s_at",880.639966998497,934.631193177363,929.804753700027,921.78466039439,852.106359530739,843.742897249365
"203701_s_at",401.628759201479,466.137413657101,382.681610421903,424.632014928429,326.544880471333,358.077243958347
"203702_s_at",223.054790319147,151.888624623519,103.868412167223,187.903383711991,14.8522671272606,162.225511311848
"203703_s_at",206.815207560581,174.188299647927,149.851016444699,172.969961975968,181.690127015376,229.743394039613
"203704_s_at",476.945725340059,415.927450755152,426.443945975772,455.30995664348,447.52419991532,419.460218841984
"203705_s_at",161.858057572923,207.412887215722,137.045172557549,166.108457321344,183.489275163475,155.547066420356
"203706_s_at",130.047018541037,149.491432966533,155.350745115363,133.039028156701,134.223064578769,162.703157853864
"203707_at",447.795491411546,473.177252271448,416.850567434365,458.969618657299,448.225221071624,506.721231034163
"203708_at",33.4086804450119,17.6993923094387,15.0364616142135,17.2834411174345,61.347851311232,68.3629350270698
"203709_at",215.905287930225,186.96232431444,94.9695166913137,140.212079924998,80.1298185906194,40.3120907356949
"203710_at",549.982029894425,532.268983764264,704.740811812275,551.816868754724,618.448287111539,621.897420874546
"203711_s_at",174.123404546093,208.424050383983,248.415801850948,219.387893151992,220.772862716278,236.330490456754
"203712_at",936.439003758682,1095.46886214025,866.687343174287,926.413557826229,923.548324670737,945.534844461746
"203713_s_at",125.174767145614,126.334850490565,105.585813870135,103.819934793616,107.281092720018,134.077898860303
"203714_s_at",1021.87627244748,930.279182418513,990.643620345405,977.285550981149,932.076226504145,950.055973616688
"203715_at",309.800677776283,289.616621097375,301.114283463325,290.436723884574,248.386660427672,253.036654350404
"203716_s_at",4.66624574895002,5.61093729110664,4.5716151999522,6.80903211518944,5.57994704086596,6.89987799472987
"203717_at",70.7190643406424,27.7245499260502,85.4947497132855,49.6685000971457,96.1848850192546,84.6092152394179
"203718_at",365.563394890198,311.433841662261,264.765020653498,257.759390430642,292.38416723612,280.896641247622
"203719_at",408.195907331381,447.507858622603,375.663266805675,398.307420449985,419.670088375594,538.722046151434
"203720_s_at",516.632144246608,535.625102670864,591.832198243039,491.003244794673,578.464037682253,496.487084694823
"203721_s_at",2313.58475056496,2229.17263311614,2327.22262478618,2321.63365198364,2111.87162469201,2043.49745383237
"203722_at",29.4190708553234,20.4281593114733,25.8539093637403,36.446323008181,15.1759592605413,15.9264528793757
"203723_at",142.323170576256,22.1898176486249,112.951029014466,84.4328651093967,80.320823062504,27.0002508205069
"203724_s_at",65.4948999492912,15.2604509197856,72.2732662260821,72.7416703265957,52.9238842843408,74.9242752542489
"203725_at",508.08820430934,457.801980221679,558.312618307346,544.360559519541,503.100194336692,416.941162571424
"203726_s_at",24.4410722368218,33.1067556011468,23.9245571040748,48.5356929176728,69.3720927968578,27.344455064686
"203727_at",1287.80040813006,1472.13003885515,1019.33641998199,942.456183475736,1077.92738054985,1187.0200819903
"203728_at",405.854163801388,496.924811506759,361.269444679759,353.448352719664,456.704563658757,394.357251705918
"203729_at",4129.20448906257,3610.38549394609,3766.52080311244,3608.85413535871,3253.76821533266,3835.06018293945
"203730_s_at",208.179008379967,222.076796313009,189.373185375213,193.981509990986,224.178137246699,229.99650431351
"203731_s_at",187.135612282625,212.696003163322,218.785170661058,191.792879483949,274.871753944456,185.909704980686
"203732_at",481.858043551808,442.533877710584,435.869878109702,455.938695206506,462.892478557133,448.885435598564
"203733_at",437.510257132647,411.944667333405,400.851307858649,412.463825722619,355.768567074707,475.227636649376
"203734_at",479.107611330727,573.043719216326,572.709210323207,515.909139930543,549.104172896349,579.248368901392
"203735_x_at",693.843797164378,407.066756131623,645.868497082585,613.883793393857,871.80784609683,666.548474822913
"203736_s_at",126.706691020582,144.069089339748,166.564583608518,174.625264793278,200.097084408681,128.512194575867
"203737_s_at",367.728406641785,408.611611639983,391.057126132042,362.773018430653,320.060194228715,364.421763611514
"203738_at",1510.5412011861,1446.15458842542,1584.17128784678,1568.68159305182,1521.82364780471,1419.12179104851
"203739_at",330.627391821156,237.507170263488,319.981353232899,405.673467622076,271.288906033476,229.702037171307
"203740_at",984.336278929244,1022.70743597401,1016.74157923193,916.381494658215,939.734320669544,845.745003421103
"203741_s_at",515.104698951524,514.839893844022,445.319308208565,518.406224173292,506.070490690568,529.501845221661
"203742_s_at",328.167557168327,383.673592306004,286.735282049712,394.255035959843,335.986812424304,287.498421811499
"203743_s_at",1165.32528188587,1089.43820430269,1163.50987604266,1370.47168866765,1249.39284151484,1216.99236696491
"203744_at",1470.27137769665,1510.48230465014,1453.15042993862,1572.661115202,1403.30670491322,1524.37938214882
"203745_at",1175.76315081113,1025.34174486006,979.575050280083,918.114981781202,893.580601630707,975.061611245248
